geoid,edu,hu_med_val,hh_med_income
53033004700,0.7648600357355568,0.27462072512213936,0.37096476664821987
53033004800,0.7940067057837384,0.3439830290563127,0.47733607985406545
53033004900,0.7440416004622273,0.3281691951658524,0.3679569165180676
53033005000,0.7621109607577807,0.36146824376446385,0.3362694459816762
53033005100,0.6881374127750939,0.4172023656466958,0.507711779294513
53033005200,0.43994581577363034,0.28959886860375417,0.19721146159995082
53033005301,0.2082147214314762,0.09321162252507072,0.0628676545942733
53033005400,0.778773397052967,0.2959629724865004,0.4341552399106356
53033005600,0.7003424657534246,0.4592440215993829,0.8059808563405686
53033005900,0.5225178455548345,0.43140910259706866,0.44921498698477114
53033006000,0.7083033788641265,0.37059655438416045,0.4946709299227285
53033006500,0.7675882220723759,0.5358704037027513,0.5053239459714279
53033006800,0.6849656893325016,0.49254307019799437,0.5060054520486175
53033006900,0.7112333403850222,0.4611082540498843,0.5132919305581176
53033007000,0.7687591630014661,0.2584211879660581,0.3462460800590297
53033007100,0.744973544973545,0.18327333504757007,0.3799165795568673
53033007200,0.724771991762283,0.23605039856004115,0.3820482075877759
53033007300,0.7397211297819092,0.29872717922345077,0.39241427370923776
53033007401,0.8286511257222554,0.16932373360761122,0.34758859579003465
53033007500,0.7755364255428498,0.3104911288248907,0.32496566849084835
53033007600,0.706277447687936,0.30335561841090253,0.3494588944229232
53033007700,0.6014054265079055,0.27706351247107225,0.5361454426202628
53033008001,0.8014077425842132,0.24325019285163282,0.45126975342802683
53033008002,0.6586912654943787,0.2980200565698123,0.19197974953370636
53033008100,0.6550169109357384,0.3848032913345333,0.3870288384676874
53033008200,0.7775478530781169,0.3237336076112111,0.28857939289593965
53033008300,0.7594846098783107,0.20294420159424018,0.2525723011334522
53033008400,0.7051126726435668,0.23444330161995372,0.21694951730922954
53033008500,0.5070749246114591,0.20943687323219337,0.15312365492221608
53033008600,0.36912065439672803,0.2563641038827462,0.22225809096312693
53033008700,0.5765765765765766,0.25938544613011055,0.2905368013281682
53033001400,0.5854677565849228,0.26619953715608125,0.37112873803521285
53033001500,0.683069224353628,0.3761892517356647,0.49154010125233144
53033002200,0.6700462468872287,0.3663538184623297,0.6814087191785033
53033002500,0.70010063737001,0.2937773206479815,0.5196509459099388
53033002700,0.6703169072507051,0.34604011313962457,0.5721627825944373
53033002800,0.704463719060715,0.3281049112882489,0.46408001803685256
53033003600,0.7133289774583469,0.3740035998971458,0.333948226034557
53033003900,0.6506493506493507,0.36879660581126256,0.5659984832646703
53033004000,0.6352,0.4265235278992029,0.3879665498370534
53033008800,0.6175329712955779,0.3105554127024942,0.392117075570313
53033004100,0.646797153024911,0.5995114425302134,0.6810807764045174
53033009200,0.5498672734167614,0.22730779120596553,0.13130521224046404
53033004200,0.6804060665362035,0.40087426073540755,0.5641179364200947
53033004600,0.6974595842956121,0.41347390074569296,0.5836664002131629
53033005302,0.0384318269602163,0.26407751155958936,0.4137515796314702
53033005700,0.648424543946932,0.3891103111339676,0.46604255057492466
53033005801,0.659247889485802,0.2951915659552584,0.3410758572629076
53033005802,0.7225843558282209,0.30258421187966056,0.3209688659328947
53033006100,0.7497604905154244,0.41000257135510415,0.3944536678349628
53033006200,0.6623184838789072,0.49678580611982515,0.6734561069093443
53033006300,0.7506014434643143,0.6754307019799435,0.6763819713460001
53033006400,0.6956001197246333,0.56544098740036,0.7935600237758511
53033006600,0.8108786610878661,0.3039984571869375,0.4209657914693886
53033006700,0.7893421052631578,0.25797120082283365,0.45460554633216504
53033007800,0.6782485374933522,0.4758935458986886,0.7038369304556354
53033007900,0.7144465894465895,0.25932116225250706,0.29610158027424216
53033008900,0.6235595390524968,0.3106196965800977,0.4096876345077784
53033009100,0.3460824359450427,0.16160966829519158,0.15097665457377688
53033009300,0.5247175141242938,0.22338647467215222,0.36103424952345814
53033009400,0.4793956043956044,0.23110053998457186,0.24460944065260612
53033009500,0.5687986033962863,0.3237336076112111,0.4185164688761811
53033009701,0.7221352808207269,0.3975314991000257,0.4218830064153805
53033009702,0.6311766797013865,0.29409874003599895,0.5447898091782983
53033009900,0.6869806094182825,0.2132296220107997,0.34473446883518827
53033010001,0.43237461373900643,0.23605039856004115,0.2629486154666011
53033010002,0.47239134998950244,0.24665723836461814,0.3405378261493369
53033010100,0.5669034931912375,0.28959886860375417,0.3037313738752588
53033010402,0.4633959371406669,0.2069940858832605,0.4070179753632991
53033010500,0.631428140551953,0.24472872203651325,0.34225952571276314
53033010600,0.6591162272558485,0.28805605554127023,0.46223533993318167
53033010701,0.4437837837837838,0.1870660838261764,0.28440837073930597
53033010702,0.35465513316640107,0.20924402159938288,0.24614154829982168
53033010800,0.5051391862955033,0.1978014913859604,0.37973211174650023
53033010900,0.633175355450237,0.19529442015942403,0.2160271782573941
53033011002,0.20012706480304956,0.2108511185394703,0.2439279345754166
53033011101,0.4042386185243328,0.19497300077140653,0.2685646354711103
53033011200,0.29396262577862964,0.1607096940087426,0.181521449507061
53033011300,0.48643994834266036,0.17999485728979173,0.24269302506712578
53033011401,0.4719128928483049,0.18121625096425817,0.27988890938531225
53033011600,0.6503805175038052,0.3350475700694266,0.5252208489618562
53033011700,0.34237536656891493,0.18237336076112112,0.3121451556703355
53033011900,0.40051157781367797,0.18018770892260222,0.36649654635266143
53033012000,0.5541162924582613,0.22055798405759836,0.4274580335731415
53033026001,0.4882710686359687,0.2087297505785549,0.3779028059603599
53033026400,0.3081772018910874,0.1390460272563641,0.22283199081760233
53033026500,0.29353118479016926,0.14451015685266136,0.14914734878763655
